File,Dir,Datetime,Camera,SeqNum,SeqLen,SeqNumDiff,Night,Mean,Std,NumObj,Size,X,Y
IMG_0001.JPG,D:\Photo_Set_4\,2017:01:09 14:00:08,292,1,2,1|0,0,101.85,75.66,11.0,,,
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,44514.0,1679.0,122.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,39249.0,751.0,303.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,16704.0,185.0,219.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,19445.0,1752.0,463.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,14783.0,1557.0,456.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,11732.0,1131.0,573.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,21299.0,1893.0,690.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,25496.0,1391.0,726.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,72748.0,1702.0,1115.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,12957.0,1124.0,1123.0
IMG_0002.JPG,D:\Photo_Set_4\,2017:01:09 14:00:11,292,,,,,,,11.0,10398.0,1483.0,1332.0
IMG_0003.JPG,D:\Photo_Set_4\,2017:01:09 14:00:14,292,1,2,1|0,0,105.93,75.42,1.0,,,
IMG_0004.JPG,D:\Photo_Set_4\,2017:01:09 14:00:16,292,,,,,,,1.0,18577.0,1421.0,554.0
IMG_0005.JPG,D:\Photo_Set_4\,2017:01:09 14:00:21,292,1,2,1|0,0,105.96,75.45,8.0,,,
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,14499.0,220.0,116.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,24344.0,1230.0,74.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,10218.0,1068.0,142.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,26200.0,1316.0,314.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,12627.0,104.0,313.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,12474.0,450.0,415.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,23295.0,1165.0,486.0
IMG_0006.JPG,D:\Photo_Set_4\,2017:01:09 14:00:24,292,,,,,,,8.0,16914.0,209.0,850.0
IMG_0007.JPG,D:\Photo_Set_4\,2017:01:09 14:00:26,292,1,2,1|0,0,96.11,76.56,19.0,,,
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,20883.0,247.0,68.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,13986.0,1190.0,71.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,125114.0,1643.0,349.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,32450.0,1264.0,282.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,13148.0,606.0,118.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,71343.0,441.0,252.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,197817.0,277.0,799.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,21831.0,698.0,532.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,44277.0,920.0,866.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,12482.0,1776.0,690.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,22956.0,659.0,833.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,11071.0,519.0,862.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,10772.0,1790.0,907.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,14880.0,1542.0,990.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,10503.0,97.0,1105.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,12257.0,1881.0,1256.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,66588.0,915.0,1309.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,15170.0,1365.0,1275.0
IMG_0008.JPG,D:\Photo_Set_4\,2017:01:09 14:00:28,292,,,,,,,19.0,19189.0,228.0,1336.0
IMG_0009.JPG,D:\Photo_Set_4\,2017:01:09 14:00:29,292,1,2,1|0,0,104.58,75.01,7.0,,,
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,23088.0,538.0,69.0
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,13372.0,1328.0,199.0
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,25802.0,1562.0,250.0
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,14960.0,1845.0,250.0
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,13378.0,623.0,238.0
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,13272.0,117.0,514.0
IMG_0010.JPG,D:\Photo_Set_4\,2017:01:09 14:00:31,292,,,,,,,7.0,14025.0,638.0,703.0
IMG_0011.JPG,D:\Photo_Set_4\,2017:01:09 14:00:34,292,1,2,1|0,0,106.07,75.13,8.0,,,
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,21773.0,219.0,433.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,12164.0,622.0,416.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,30212.0,274.0,667.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,11164.0,1919.0,478.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,32291.0,490.0,631.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,18154.0,746.0,621.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,16653.0,428.0,870.0
IMG_0012.JPG,D:\Photo_Set_4\,2017:01:09 14:00:36,292,,,,,,,8.0,12687.0,426.0,1128.0
IMG_0013.JPG,D:\Photo_Set_4\,2017:01:09 14:00:38,292,1,2,1|0,0,96.67,76.6,16.0,,,
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,167029.0,321.0,333.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,62713.0,1293.0,388.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,28976.0,1962.0,181.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,33998.0,954.0,216.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,15514.0,866.0,343.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,25975.0,565.0,558.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,47216.0,1921.0,716.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,13160.0,728.0,498.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,10618.0,1585.0,607.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,20498.0,1207.0,679.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,15879.0,838.0,722.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,40857.0,365.0,1145.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,34254.0,1212.0,1002.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,27218.0,457.0,1030.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,28092.0,1413.0,1285.0
IMG_0014.JPG,D:\Photo_Set_4\,2017:01:09 14:00:39,292,,,,,,,16.0,13144.0,230.0,1332.0
IMG_0015.JPG,D:\Photo_Set_4\,2017:01:09 14:00:41,292,1,2,1|0,0,89.61,77.66,10.0,,,
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,13383.0,106.0,121.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,39552.0,285.0,164.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,162293.0,564.0,369.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,70522.0,1360.0,265.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,85173.0,1423.0,669.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,273269.0,719.0,953.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,10984.0,941.0,513.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,35628.0,1428.0,1124.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,12290.0,410.0,1237.0
IMG_0016.JPG,D:\Photo_Set_4\,2017:01:09 14:00:43,292,,,,,,,10.0,12815.0,1201.0,1323.0
